ATFD_type,FANOUT_type,number_private_visibility_methods,number_standard_design_methods,CFNAMM_type,AMWNAMM_type,AMW_type,WMCNAMM_type,NOMNAMM_type,NOCS_type,number_not_final_static_methods,WMC_type,number_static_methods,CBO_type,number_protected_visibility_methods,RFC_type,TCC_type,LCOM5_type,isStatic_type,LOCNAMM_type,LOC_type,NOM_type,number_final_static_methods,number_final_not_static_methods,number_not_abstract_not_final_methods,number_final_methods,num_static_attributes,is_god_class
1,3,0,2,2,1.0,1.0,2,2,0,0,2,0,24,0,79,0.0,1.0,0,54,54,2,0,0,3,0,1,0
5,10,0,7,16,3.5,1.7241380000000002,28,8,0,0,50,0,22,4,110,0.259259,0.96131,0,322,533,29,0,0,29,0,2,0
0,0,0,2,0,1.333333,1.045455,4,3,0,0,23,0,1,0,22,0.1,0.9880950000000001,0,44,161,22,0,0,22,0,6,0
6,5,0,18,7,1.3157889999999999,1.3157889999999999,25,19,0,0,25,0,25,0,28,0.006536,1.0,0,94,94,19,0,0,19,0,1,0
0,2,0,0,1,1.0,1.0,1,1,0,0,1,0,784,0,888,1.0,0.0,0,27,27,1,0,0,1,0,1,0
0,0,0,0,0,1.0,1.0,1,1,0,0,5,0,1,0,5,0.0,1.0,0,30,70,5,0,0,5,0,1,0
124,23,0,82,88,5.743901999999999,4.780952,471,82,0,0,502,0,106,1,1108,0.041208999999999996,0.98803,0,1595,1747,105,0,0,106,0,26,1
84,13,0,44,44,6.555556,4.970149,295,45,0,0,333,0,105,3,1110,0.128671,0.995511,0,1493,1692,67,0,1,66,1,39,1
1,1,0,1,0,1.0,1.0,2,2,0,0,3,0,2,0,4,1.0,0.833333,1,16,22,3,0,0,3,0,0,0
2,4,1,4,6,2.0,1.129032,8,4,0,1,35,1,7,0,37,0.045977,0.9595239999999999,0,44,287,31,0,0,32,0,0,0
9,33,0,93,103,4.915789,4.81,467,95,0,7,481,7,36,14,212,0.500947,0.956083,0,3446,3545,100,0,30,70,30,3,1
39,33,12,43,50,6.159091,4.966667,271,44,1,0,298,0,37,1,144,0.26364499999999996,0.9551350000000001,0,1866,2091,60,0,0,60,0,5,1
0,0,0,0,0,2.0,1.166667,2,1,0,0,7,0,2,0,6,0.0,1.0,0,55,107,6,0,0,6,0,3,0
0,0,0,0,0,0.0,2.0,0,0,0,0,2,0,2,0,1,1.0,0.0,0,1,17,1,0,0,1,0,0,0
0,2,0,0,2,2.0,2.0,2,1,0,0,4,0,10,0,37,1.0,1.0,0,93,105,2,0,0,2,0,1,0
0,0,8,74,0,10.589744,10.589744,826,78,0,0,826,8,1,10,78,0.010723,0.993506,0,2200,2200,78,8,65,5,73,8,0
0,3,0,1,5,3.0,3.0,6,2,0,0,6,0,47,1,7,1.0,1.0,0,25,25,2,0,0,2,0,0,0
0,0,0,0,0,1.0,1.0,1,1,0,0,1,0,2,0,1,1.0,0.0,1,8,8,1,0,0,1,0,0,0
44,77,0,392,156,2.378173,2.374684,937,394,0,386,938,387,94,2,584,0.000169,1.0,0,4124,4130,395,1,0,394,1,138,1
0,0,0,0,0,1.0,1.0,1,1,0,0,1,0,0,0,1,1.0,0.0,0,7,7,1,0,0,1,0,0,0
0,0,0,0,0,1.0,1.0,4,4,0,0,4,0,0,0,4,1.0,0.0,0,18,18,4,0,0,4,0,0,0
86,50,5,23,57,4.461538,3.6470589999999996,116,26,0,0,124,0,58,1,169,0.48,0.903581,0,972,1042,34,0,0,34,0,0,1
