NOAM_type,WOC_type,TCC_type,LCOM5_type,number_private_visibility_methods,isStatic_type,LOC_package,NOCS_type,AMW_type,FANOUT_type,CFNAMM_type,NOMNAMM_package,NOM_package,number_static_methods,AMWNAMM_type,number_standard_design_methods,number_not_final_static_methods,LOC_type,NOMNAMM_type,WMC_type,number_not_final_not_static_methods,RFC_type,ATFD_type,WMCNAMM_type,number_private_visibility_attributes,number_protected_visibility_methods,DIT_type,num_not_final_not_static_attributes,NOA_type,number_not_abstract_not_final_methods,number_abstract_methods,LOCNAMM_type,CBO_type,NOM_type,number_final_static_methods,NIM_type,is_data_class
0,0.9767440000000001,0.06387899999999999,0.833333,0,0,12014,0,7.488372,10,36,660,710,7,7.488372,42,7,1527,43,322,36,183,47,322,0,0,3,0,1,43,0,1527,37,43,0,87.0,0
0,0.0,0.0,0.0,2,0,69768,0,14.636364000000002,30,90,2196,2620,1,14.636364000000002,10,1,1147,11,161,10,427,89,161,0,0,3,0,0,11,0,1147,77,11,0,183.0,0
10,0.48484799999999995,0.414966,0.9196129999999999,16,0,69768,0,6.298507,38,152,2196,2620,1,7.035088000000001,55,1,2216,57,422,66,268,100,401,19,0,2,35,36,67,0,2100,56,67,0,20.0,0
1,0.833333,0.005848,1.0,11,0,69768,0,12.648649,19,63,2196,2620,2,12.916667,29,2,1836,36,468,35,219,68,465,0,1,2,2,2,37,0,1825,56,37,0,71.0,0
1,0.583333,0.277778,0.8444440000000001,1,0,69768,0,50.8,28,69,2196,2620,4,56.0,8,4,2084,9,508,6,237,181,504,64,0,3,3,70,10,0,2043,68,10,0,79.0,0
0,0.0,0.005445,0.968627,27,0,69768,0,8.081395,50,193,2196,2620,2,8.081395,85,2,4973,86,695,84,755,332,695,0,0,5,0,3,86,0,4973,108,86,0,220.0,0
13,0.352941,0.130719,0.942105,0,0,69768,0,1.05,0,0,2196,2620,0,1.142857,5,0,99,7,21,20,20,2,8,6,2,1,10,10,20,0,32,2,20,0,0.0,1
14,0.814815,0.43956000000000006,0.9566959999999999,0,0,69768,0,4.814815,32,75,2196,2620,7,5.5074629999999996,64,7,1854,67,390,74,163,79,369,1,1,1,15,28,81,0,1731,48,81,0,0.0,0
2,1.0,0.28571399999999997,1.0,8,0,69768,0,13.526316,41,99,2196,2620,3,14.411764999999999,13,3,1268,17,257,16,181,123,245,0,0,2,4,4,19,0,1217,52,19,0,33.0,0
1,0.0,1.0,1.0,0,0,69768,0,1.0,0,0,2196,2620,0,1.0,0,0,47,2,3,3,3,0,2,0,0,1,9,17,3,0,33,1,3,0,0.0,0
0,1.0,0.073529,0.9523809999999999,0,0,69768,0,9.0,31,77,2196,2620,3,9.0,17,3,1261,22,198,19,224,77,198,0,0,3,4,4,22,0,1261,57,22,0,58.0,0
31,0.43076899999999996,0.15625,0.972348,1,0,69768,0,2.5970150000000003,25,42,2196,2620,6,3.972222,34,6,1012,36,174,61,123,63,143,4,0,1,30,40,67,0,849,36,67,0,0.0,0
0,0.0,0.006036,0.9444440000000001,1,0,10893,0,6.7945210000000005,49,158,121,123,0,6.7945210000000005,72,0,6908,73,496,73,396,123,496,0,1,3,0,1,73,0,6908,73,73,0,34.0,0
10,0.782609,0.23502800000000001,0.960606,0,0,2931,1,3.704918,15,43,168,188,0,4.235294000000001,50,0,1606,51,226,61,110,25,216,8,0,1,7,22,61,0,1544,21,61,0,0.0,0
0,0.0,1.0,0.0,1,0,2575,0,1.0,0,0,124,154,0,1.0,0,0,65,1,1,1,1,0,1,0,0,1,0,57,1,0,65,0,1,0,0.0,0
3,1.0,0.194444,0.947917,7,0,7389,2,8.176471000000001,25,70,283,383,1,8.928571,13,1,1040,14,139,16,140,22,125,5,8,3,1,6,17,0,933,28,17,0,33.0,0
6,0.0,0.2,0.8,0,0,1943,0,1.0,0,0,69,81,0,0.0,0,0,52,0,6,6,6,0,0,3,0,1,3,3,6,0,1,1,6,0,0.0,1
9,0.717949,0.283391,0.9707389999999999,8,0,17417,10,6.903846000000001,32,55,360,425,9,7.651163,41,8,3148,43,359,41,125,37,329,23,3,1,25,65,49,0,2982,28,52,1,0.0,0
0,0.0,1.0,0.0,1,1,17417,0,1.0,0,0,360,425,0,1.0,0,0,43,1,1,1,1,0,1,0,0,1,0,13,1,0,43,0,1,0,0.0,0
7,0.666667,0.301075,0.956782,1,0,17417,3,5.515152,18,65,360,425,0,6.346154,25,0,1801,26,182,31,145,32,165,13,17,2,14,47,31,0,1668,24,33,0,23.0,0
2,0.46738201,0.28325100000000003,0.951933,1,0,17417,0,8.066667,9,42,360,425,0,8.25,28,0,1421,28,242,30,75,20,231,4,22,1,12,33,30,0,1380,15,30,0,38.04488778,0
10,0.782609,0.477891,0.951442,3,0,8367,0,4.283019,12,82,244,299,1,5.046512,42,1,1662,43,227,52,138,46,217,15,4,1,22,40,53,0,1562,25,53,0,0.0,0
7,0.8064520000000001,0.404878,0.958965,7,0,8367,0,5.326531,27,66,244,299,0,6.047619,41,0,2030,42,261,46,130,70,254,28,10,1,41,66,46,0,1961,37,49,0,0.0,0
8,0.11111099999999999,0.14285699999999998,0.875,0,0,26974,0,1.0,0,0,888,1159,0,1.0,0,0,118,1,9,9,9,0,1,0,0,1,4,4,9,0,6,0,9,0,0.0,1
16,0.23809499999999997,0.06666699999999999,0.95,0,0,26974,0,1.0,0,0,888,1159,0,1.0,0,0,335,5,21,21,21,0,5,0,0,1,8,8,21,0,121,0,21,0,0.0,1
4,1.0,0.337979,0.9152540000000001,14,0,26974,2,3.583333,15,31,888,1159,0,3.678571,52,0,1399,56,215,60,348,23,206,0,11,5,7,8,60,0,1339,43,60,0,181.0,0
6,0.294118,0.0,1.0,0,0,26974,0,1.0,0,0,888,1159,0,1.0,0,0,127,5,11,11,11,0,5,0,0,1,6,6,11,0,77,0,11,0,0.0,1
12,0.25,0.090909,0.933333,0,0,1026,0,1.0,1,3,39,76,0,1.0,0,0,214,4,16,16,19,0,4,0,0,1,6,6,16,0,108,1,16,0,0.0,1
6,0.466667,0.4,0.9830530000000001,78,0,11366,3,6.075,68,161,275,285,0,6.324561,112,0,4156,114,729,119,345,142,721,62,13,1,80,120,119,0,4115,84,120,0,0.0,0
1,0.166667,0.47222200000000003,1.0,1,0,11366,0,15.0,16,26,275,285,1,16.2,9,1,1648,10,165,10,39,146,162,27,1,1,7,103,11,0,1624,24,11,0,0.0,0
9,0.25,0.611111,0.681818,0,0,11604,0,1.75,1,1,484,580,0,2.0,0,0,131,3,21,12,25,5,6,2,0,2,2,2,12,0,17,1,12,0,7.0,1
4,0.692308,0.48484799999999995,0.908587,7,0,9229,1,10.55,16,23,256,318,0,11.0,15,0,1078,16,211,20,52,49,176,6,0,1,5,19,20,0,852,17,20,0,0.0,0
0,1.0,0.454545,0.8860290000000001,5,0,2359,1,8.352941,10,18,80,91,0,8.352941,16,0,1128,17,142,17,42,13,142,17,0,1,14,17,17,0,1128,17,17,0,0.0,0
8,0.72973,0.375758,0.9727520000000001,7,0,15070,9,7.6666669999999995,54,137,601,750,0,8.418182,54,0,4491,55,483,62,231,174,463,59,0,1,67,132,62,0,4361,78,63,0,0.0,0
0,1.0,1.0,0.0,0,0,3051,0,1.0,1,1,282,292,1,1.0,1,1,8,1,1,0,2,0,1,0,0,1,0,0,1,0,8,1,1,0,0.0,0
4,0.125,0.2,0.9,0,0,2713,0,1.166667,0,0,217,245,0,1.5,1,0,38,2,7,6,6,0,3,0,0,1,0,4,6,0,18,0,6,0,0.0,1
0,0.083333,1.0,0.0,0,0,822,0,1.0,0,0,66,68,0,1.0,1,0,16,1,1,2,1,0,1,0,0,1,11,11,2,0,16,1,1,0,0.0,0
14,0.391304,0.22380999999999998,0.951417,0,0,19618,12,3.666667,15,32,1241,1466,0,6.538462,7,0,1469,13,99,26,103,5,85,19,3,2,15,19,26,0,1413,15,27,0,35.0,0
0,0.1,1.0,0.0,0,1,24153,1,3.0,3,12,1342,1681,0,3.0,0,0,232,1,3,1,13,0,3,0,0,2,9,9,1,0,232,2,1,0,0.0,0
9,0.571429,0.261905,0.909226,8,0,24153,1,3.068966,8,20,1342,1681,0,4.0,20,0,541,20,89,29,93,11,80,15,0,2,16,25,29,0,506,17,29,0,31.0,0
0,1.0,0.113846,0.914286,8,0,6940,3,5.888889,15,44,399,488,32,5.888889,34,32,1485,36,212,4,90,16,212,1,0,1,0,2,36,0,1485,14,36,0,0.0,0
13,0.648148,0.416425,0.948262,43,0,8738,4,6.144444,47,118,373,410,1,7.0,76,1,3392,77,553,89,260,91,539,52,0,1,45,59,90,0,3175,52,90,0,0.0,0
1,0.545455,0.428571,0.953571,13,0,3576,0,10.761905,21,50,85,97,3,11.25,19,3,1201,20,226,18,113,54,225,9,0,1,6,14,21,0,1191,25,21,0,0.0,0
26,0.6,0.14694400000000002,0.985925,4,0,50650,5,2.0,25,34,2231,2992,1,2.3870970000000002,60,1,1210,62,176,87,132,16,148,37,1,1,4,49,88,0,1063,30,88,0,0.0,0
0,1.0,1.0,0.0,1,0,50650,0,2.0,2,2,2231,2992,0,2.0,1,0,10,1,2,2,3,1,2,0,0,1,0,0,2,0,10,2,1,0,0.0,0
62,0.651042,0.106476,0.983611,5,0,50650,8,2.482587,48,135,2231,2992,2,2.805755,134,2,3652,139,499,188,470,58,390,10,9,3,33,54,190,0,2855,59,201,0,73.0,0
9,0.424242,0.471429,0.947368,6,0,11914,3,9.034483,31,58,404,472,1,12.5,18,1,1101,20,262,26,128,51,250,9,0,1,6,19,27,0,1005,31,29,0,0.0,0
3,0.88,0.378917,0.8279219999999999,14,0,11914,1,8.355556,41,110,404,472,4,8.833333,38,4,1564,42,376,41,263,53,371,7,5,3,6,7,45,0,1538,47,45,0,59.0,0
0,1.0,0.381818,0.9435899999999999,28,0,23070,4,5.275,37,67,938,1073,1,5.275,39,1,1353,40,211,39,210,66,211,10,0,6,5,10,40,0,1353,47,40,0,555.0,0
1,0.75,0.0,1.0,1,0,4694,2,1.0,4,4,455,492,1,1.0,3,1,61,4,5,3,9,0,4,1,0,4,0,1,4,0,57,2,5,0,23.0,0
0,0.46738201,1.0,0.0,0,0,4694,0,7.0,1,1,455,492,0,7.0,1,0,24,1,7,2,2,0,7,0,0,1,0,0,2,0,24,1,1,0,0.0,0
4,0.5,0.14285699999999998,0.857143,0,0,4694,0,1.0,0,0,455,492,0,1.0,4,0,17,4,8,9,8,0,4,4,0,2,4,4,9,0,5,0,8,0,4.0,1
3,0.090909,0.0,1.0,0,0,6146,0,1.0,0,0,408,432,0,1.0,0,0,45,1,4,4,4,0,1,3,0,1,3,10,4,0,20,0,4,0,0.0,1
8,0.8260870000000001,0.088627,0.9658120000000001,10,0,7044,2,3.859375,19,52,280,294,1,4.089286,53,1,1371,56,247,63,241,7,229,12,7,5,5,13,64,0,1286,51,64,0,169.0,0
5,0.571429,0.383333,0.9485709999999999,9,0,33723,24,2.6538459999999997,35,57,2415,2606,0,3.047619,20,0,1079,21,69,26,129,25,64,25,1,6,33,35,26,0,1058,28,26,0,529.0,0
10,0.090909,0.11111099999999999,0.9,0,1,33723,0,1.0,0,0,2415,2606,0,1.0,0,0,27,1,11,11,11,0,1,5,0,1,5,5,11,0,27,1,11,0,0.0,1
1,0.875,0.428571,0.9818180000000001,23,0,4772,34,2.3870970000000002,60,76,332,380,0,2.4,29,0,1881,30,74,31,116,146,72,20,0,7,2,22,31,0,1858,47,31,0,533.0,0
5,0.7391300000000001,0.785714,0.779221,0,0,7166,0,1.8695650000000001,7,9,299,371,0,2.111111,16,0,510,18,43,23,38,8,38,2,1,1,5,7,23,0,440,10,23,0,0.0,0
0,0.272727,1.0,1.0,0,0,1194,0,1.0,0,0,47,47,0,1.0,0,0,38,3,3,3,3,0,3,0,0,1,0,8,3,0,38,1,3,0,0.0,0
0,0.14285699999999998,1.0,0.0,0,0,1194,0,1.0,0,0,47,47,0,1.0,0,0,57,1,1,1,1,0,1,0,0,1,0,6,1,0,57,4,1,0,0.0,0
2,0.933333,0.490476,0.954094,4,0,27590,1,5.6666669999999995,17,39,961,1151,4,5.96,23,1,1032,25,153,19,162,26,149,16,5,3,11,31,20,0,1014,31,27,3,64.0,0
6,0.0,0.0,1.0,0,0,10542,0,1.0,0,0,754,826,0,1.0,0,0,106,1,7,7,7,0,1,6,0,1,6,6,7,0,53,1,7,0,0.0,1
8,0.0,0.14285699999999998,0.875,0,0,4557,0,1.0,0,0,84,116,0,1.0,0,0,118,1,9,9,9,0,1,4,0,1,4,4,9,0,6,0,9,0,0.0,1
6,0.0,0.0,1.0,0,0,4557,0,1.0,0,0,84,116,0,1.0,0,0,142,5,11,11,11,0,5,6,0,1,0,6,11,0,92,0,11,0,0.0,1
16,0.46738201,0.392888,0.9534370000000001,14,0,19441,2,4.951807,18,62,726,882,2,4.686567,66,2,3547,67,411,79,155,26,314,5,13,2,19,22,81,0,2997,21,83,0,38.04488778,0
2,0.9,0.346154,0.9365379999999999,3,0,6943,0,5.411765,12,23,244,292,1,6.0,14,1,1052,15,92,16,240,20,90,65,4,5,41,65,17,0,1031,24,17,0,125.0,0
2,0.933333,0.334454,0.966507,3,0,2325,1,5.846154,16,35,75,89,3,6.1081080000000005,36,3,1699,37,228,36,220,12,226,5,6,4,8,11,39,0,1676,25,39,0,92.0,0
8,0.2,0.14285699999999998,0.933333,0,0,19469,0,1.0,0,0,694,800,0,1.0,0,0,182,2,10,10,10,0,2,4,0,1,4,5,10,0,78,0,10,0,0.0,1
11,0.744186,0.44367,0.913636,1,0,9478,0,3.1333330000000004,10,17,229,319,0,3.558824,32,0,1404,34,141,44,69,13,121,12,1,2,15,15,44,0,1157,12,45,0,12.0,0
1,0.666667,1.0,0.5,0,0,790,0,1.0,0,0,66,69,0,1.0,1,0,22,2,3,3,3,0,2,1,0,1,1,1,3,0,14,0,3,0,0.0,0
10,0.333333,0.21978000000000003,0.867347,0,0,3478,0,1.133333,2,5,196,218,0,1.4,4,0,147,5,17,15,21,1,7,7,0,1,3,7,15,0,53,3,15,0,0.0,1
0,0.0,1.0,0.0,1,0,527,0,1.0,1,1,24,26,0,1.0,0,0,38,1,1,1,4,4,1,0,0,2,0,10,1,0,38,2,1,0,2.0,0
0,0.0,1.0,0.0,1,0,29751,0,1.0,1,1,1168,1195,0,1.0,0,0,32,1,1,1,4,5,1,0,0,2,0,9,1,0,32,2,1,0,2.0,0
0,0.0,1.0,0.0,1,0,29751,0,1.0,1,1,1168,1195,0,1.0,0,0,43,1,1,1,4,4,1,0,0,2,0,9,1,0,43,2,1,0,2.0,0
0,0.0,1.0,0.0,1,0,29751,0,1.0,1,1,1168,1195,0,1.0,0,0,29,1,1,1,4,3,1,0,0,2,0,8,1,0,29,2,1,0,2.0,0
0,0.0,1.0,0.0,1,0,29751,0,1.0,1,1,1168,1195,0,1.0,0,0,105,1,1,1,4,9,1,0,0,2,0,27,1,0,105,2,1,0,2.0,0
3,0.785714,0.076923,0.9038459999999999,0,0,214,0,1.0714290000000002,3,5,11,14,1,1.090909,10,1,214,11,15,13,19,0,12,4,0,1,4,4,14,0,174,4,14,0,0.0,0
0,0.46738201,0.0,0.0,0,0,420,0,1.0,2,2,39,39,0,1.0,8,0,83,8,8,0,10,6,8,0,0,2,0,0,0,0,83,4,8,0,38.04488778,0
3,0.0,0.0,1.0,0,0,1024,0,1.0,0,0,53,73,0,0.0,0,0,37,0,3,3,9,0,0,0,0,2,0,3,3,0,16,2,3,0,3.0,1
3,0.0,0.0,1.0,0,0,1024,0,1.0,0,0,53,73,0,0.0,0,0,35,0,3,3,9,0,0,0,0,2,0,3,3,0,15,3,3,0,3.0,1
3,0.0,0.0,1.0,0,0,1024,0,1.0,0,0,53,73,0,0.0,0,0,37,0,3,3,9,0,0,0,0,2,0,3,3,0,16,2,3,0,3.0,1
3,0.0,0.0,1.0,0,0,1024,0,1.0,0,0,53,73,0,0.0,0,0,37,0,3,3,9,0,0,0,0,2,0,3,3,0,16,2,3,0,3.0,1
12,0.46738201,0.260652,0.9263389999999999,7,0,3146,0,3.615385,20,85,153,195,0,4.207547,52,0,1600,53,235,14,166,14,223,14,6,1,11,14,10,4,1489,26,65,0,38.04488778,0
8,0.11111099999999999,1.0,0.1875,0,0,14767,0,1.888889,1,1,386,554,0,2.0,0,0,153,1,17,9,10,0,2,2,0,1,1,2,9,0,11,2,9,0,0.0,1
0,1.0,0.333333,0.666667,0,0,73,0,1.0,1,1,19,19,0,1.0,3,0,17,4,4,4,5,0,4,1,0,1,1,1,4,0,17,2,4,0,0.0,0
0,1.0,1.0,0.0,0,0,1128,0,3.0,3,3,74,75,0,3.0,1,0,19,1,3,1,19,1,3,0,0,3,0,1,1,0,19,12,1,0,15.0,0
4,0.2,0.333333,0.75,0,0,303,0,1.0,0,0,53,57,0,1.0,0,0,15,1,5,5,5,0,1,0,0,1,2,2,5,0,3,0,5,0,0.0,1
10,0.06666699999999999,0.177778,0.85,0,1,3199,0,1.0,0,0,180,232,0,1.0,0,0,23,1,11,11,11,0,1,0,0,1,4,4,11,0,23,0,11,0,0.0,1
6,0.14285699999999998,0.2,0.833333,0,0,3199,3,1.0,0,0,180,232,0,1.0,0,0,83,1,7,7,7,0,1,3,0,1,3,3,7,0,65,0,7,0,0.0,1
8,0.0,0.14285699999999998,0.857143,0,1,3199,0,1.0,0,0,180,232,0,0.0,0,0,18,0,8,8,8,0,0,4,0,1,4,4,8,0,18,0,8,0,0.0,1
12,0.076923,0.090909,0.916667,0,1,3199,0,1.0,0,0,180,232,0,1.0,0,0,30,1,13,13,13,0,1,6,0,1,6,6,13,0,30,0,13,0,0.0,1
10,0.0,0.2,0.833333,0,0,463,0,1.0,0,0,34,97,0,0.0,0,0,48,0,10,11,14,0,0,4,0,2,4,4,11,0,48,1,10,0,4.0,1
7,0.125,0.047619,0.97619,0,0,420,0,1.625,0,0,59,77,0,6.0,0,0,52,1,13,8,8,0,6,6,0,1,6,6,8,0,31,0,8,0,0.0,1
12,0.14285699999999998,0.090909,0.923077,0,0,1154,0,1.0,0,0,92,172,0,1.0,0,0,52,2,14,14,14,0,2,6,0,1,6,6,14,0,52,0,14,0,0.0,1
6,0.0,0.2,0.8,0,0,1154,0,1.0,0,0,92,172,0,0.0,0,0,15,0,6,6,6,0,0,3,0,1,3,3,6,0,15,0,6,0,0.0,1
12,0.076923,0.151515,0.8888889999999999,0,0,444,0,1.153846,0,0,27,54,0,1.0,0,0,57,1,15,13,13,0,1,0,0,1,6,6,13,0,57,0,13,0,0.0,1
10,0.0,0.11111099999999999,0.8888889999999999,0,0,62,0,1.0,0,0,8,30,0,0.0,0,0,22,0,10,11,10,0,0,5,0,1,5,5,11,0,22,0,10,0,0.0,1
27,0.458333,0.12903199999999998,0.964791,3,0,33993,0,2.2352939999999997,17,35,1076,1556,0,2.5365849999999996,38,0,1541,41,152,68,163,3,104,26,5,2,26,39,68,0,1078,29,68,0,60.0,0
0,1.0,0.0,0.0,3,0,2768,0,2.857143,8,9,129,165,7,2.857143,7,1,135,7,20,0,20,7,20,0,0,1,0,0,1,0,135,9,7,6,0.0,0
2,0.666667,0.666667,0.85,0,0,2768,0,1.166667,2,2,129,165,0,1.25,2,0,54,4,7,6,8,0,5,4,0,1,3,4,6,0,38,3,6,0,0.0,0
4,0.2,0.333333,0.75,0,0,2768,0,1.0,0,0,129,165,0,1.0,0,0,44,1,5,5,5,0,1,0,0,1,2,2,5,0,8,0,5,0,0.0,1
7,0.644068,0.25995799999999997,0.9717870000000001,2,0,32688,2,2.178571,15,40,1771,2040,16,2.326531,49,16,1099,49,122,34,102,14,114,12,0,1,11,29,50,0,1057,17,56,0,0.0,0
0,1.0,0.0,1.0,0,0,4524,0,1.0,3,2,182,247,0,1.0,2,0,54,2,2,3,79,1,2,1,0,5,0,1,3,0,54,24,2,0,49.0,0
21,0.16,0.259259,0.96131,0,0,4524,0,1.7241380000000002,10,16,182,247,0,3.5,7,0,533,8,50,29,110,5,28,19,4,4,22,24,29,0,322,22,29,0,41.0,0
19,0.107143,0.1,0.9880950000000001,0,0,687,0,1.045455,0,0,23,46,0,1.333333,2,0,161,3,23,22,22,0,4,10,0,1,10,16,22,0,44,1,22,0,0.0,1
0,1.0,0.006536,1.0,0,0,94,0,1.3157889999999999,5,7,19,19,0,1.3157889999999999,18,0,94,19,25,19,28,6,25,3,0,1,2,3,19,0,94,25,19,0,0.0,0
0,1.0,1.0,0.0,0,0,32189,0,1.0,2,1,1182,1188,0,1.0,0,0,27,1,1,1,888,0,1,1,0,7,0,1,1,0,27,784,1,0,101.0,0
4,0.2,0.0,1.0,0,0,85061,0,1.0,0,0,3633,4912,0,1.0,0,0,70,1,5,5,5,0,1,5,0,1,0,5,5,0,30,1,5,0,0.0,1
23,0.642857,0.041208999999999996,0.98803,0,0,85061,0,4.780952,23,88,3633,4912,0,5.743901999999999,82,0,1747,82,502,106,1108,124,471,21,1,3,23,49,106,0,1595,106,105,0,677.0,0
22,0.447917,0.128671,0.995511,0,0,85061,0,4.970149,13,44,3633,4912,0,6.555556,44,0,1692,45,333,66,1110,84,295,22,3,4,15,54,66,0,1493,105,67,0,737.0,0
0,1.0,1.0,0.0,0,0,12585,3,1.0,1,1,428,454,0,1.0,1,0,65,1,1,1,4,1,1,0,0,2,0,0,1,0,65,3,1,0,2.0,0
1,0.666667,1.0,0.833333,0,1,12585,0,1.0,1,0,428,454,0,1.0,1,0,22,2,3,3,4,1,2,0,0,1,3,3,3,0,16,2,3,0,0.0,0
6,0.14285699999999998,0.0,1.0,0,1,6490,0,1.857143,1,1,431,667,0,7.0,0,0,87,1,13,7,8,0,7,0,0,1,6,6,7,0,51,1,7,0,0.0,1
27,0.1,0.045977,0.9595239999999999,1,0,863,0,1.129032,4,6,38,73,1,2.0,4,1,287,4,35,31,37,2,8,14,0,1,14,14,32,0,44,7,31,0,0.0,1
5,0.94186,0.500947,0.956083,0,0,10160,0,4.81,33,103,233,347,7,4.915789,93,7,3545,95,481,63,212,9,467,1,14,1,43,46,70,0,3446,36,100,0,0.0,0
16,0.666667,0.26364499999999996,0.9551350000000001,12,0,36313,1,4.966667,33,50,1378,1878,0,6.159091,43,0,2091,44,298,60,144,39,271,19,1,5,29,34,60,0,1866,37,60,0,520.0,0
5,0.125,0.0,1.0,0,0,36313,0,1.166667,0,0,1378,1878,0,2.0,0,0,107,1,7,6,6,0,2,1,0,2,5,8,6,0,55,2,6,0,2.0,1
0,1.0,0.0,0.0,0,0,277,0,1.333333,3,4,17,18,0,1.333333,2,0,31,3,4,3,41,1,4,0,2,4,0,0,3,0,31,10,3,0,67.0,0
1,0.5,1.0,1.0,0,0,4448,0,2.0,2,2,199,226,0,2.0,0,0,105,1,4,2,37,0,2,3,0,6,2,3,2,0,93,10,2,0,539.0,0
0,0.882353,0.010723,0.993506,8,0,13853,0,10.589744,0,0,426,439,8,10.589744,74,0,2200,78,826,5,78,0,826,0,10,2,0,8,5,0,2200,1,78,8,50.0,0
0,0.46738201,1.0,1.0,0,0,912,0,3.0,3,5,79,80,0,3.0,1,0,25,2,6,2,7,0,6,0,1,7,2,2,2,0,25,47,2,0,38.04488778,0
0,0.25,1.0,0.0,0,1,292,0,1.0,0,0,36,36,0,1.0,0,0,8,1,1,1,1,0,1,0,0,1,3,3,1,0,8,2,1,0,0.0,0
1,0.7552989999999999,0.000169,1.0,0,0,19269,0,2.374684,77,156,957,1001,387,2.378173,392,386,4130,394,938,8,584,44,937,0,2,1,4,142,394,0,4124,94,395,1,0.0,0
0,1.0,1.0,0.0,0,0,43,0,1.0,0,0,8,8,0,1.0,0,0,7,1,1,1,1,0,1,0,0,5,0,0,1,0,7,0,1,0,15.0,0
0,1.0,1.0,0.0,0,0,43,0,1.0,0,0,8,8,0,1.0,0,0,18,4,4,4,4,0,4,0,0,4,0,0,4,0,18,0,4,0,15.0,0
8,0.75,0.48,0.903581,5,0,4370,0,3.6470589999999996,50,57,159,209,0,4.461538,23,0,1042,26,124,34,169,86,116,11,1,1,11,11,34,0,972,58,34,0,0.0,0
