NOP_method,NOLV_method,AMW_type,LOCNAMM_type,LOC_type,CFNAMM_type,AMWNAMM_type,LCOM5_type,NOAV_method,TCC_type,LOC_package,NIM_type,NOM_package,NOMNAMM_package,RFC_type,LOC_method,WMC_type,WMCNAMM_type,NOCS_package,ATLD_method,CDISP_method,NOM_type,is_long_parameters_list
5,5,1.9338842980000002,1190,1247,24104,1.939130435,0.861904762,8.0,0.884542952,10542,84.0,699,634,421,10,234,223,66,3.0,0.0,121,1
6,6,1.0,53,106,0,1.0,1.0,12.0,0.0,10542,0.0,699,634,7,9,7,1,66,6.0,0.0,7,1
3,4,1.4,170,170,0,1.4,1.025,10.0,0.333333333,19441,0.0,821,669,5,26,7,7,49,6.0,0.0,5,1
3,3,1.0,539,739,0,1.0,1.010416667,0.0,0.0,19441,0.0,821,669,97,9,97,74,49,0.0,0.0,97,0
4,4,1.0,539,739,0,1.0,1.010416667,0.0,0.0,19441,0.0,821,669,97,8,97,74,49,0.0,0.0,97,1
6,6,2.04,598,598,768,2.04,0.0,0.0,0.0,19441,133.0,821,669,206,10,51,51,49,0.0,0.0,25,1
3,3,1.814814815,325,399,280,1.952380952,0.8557692309999999,4.0,0.09486166,19441,50.91351351,821,669,39,11,49,41,49,3.0,1.0,27,1
3,3,1.571428571,288,288,379,1.571428571,0.0,4.0,0.0,23224,24.0,474,454,55,5,33,33,69,2.0,0.0,21,0
4,4,4.0,184,184,33,4.0,1.0,4.0,0.333333333,8970,116.0,374,289,188,6,20,20,31,0.0,0.0,5,0
3,5,7.0,1782,1782,6008,7.0,0.93956044,6.0,0.07777777799999999,8970,0.0,374,289,107,20,350,350,31,0.0,1.0,50,0
4,9,7.0,1782,1782,6008,7.0,0.93956044,14.0,0.07777777799999999,8970,0.0,374,289,107,38,350,350,31,0.0,0.5,50,0
3,5,2.75,82,82,0,2.75,0.0,5.0,0.0,19469,0.0,786,681,4,13,11,11,66,0.0,0.0,4,0
3,3,1.9210526319999999,1454,1659,3934,2.081967213,0.9784946240000001,4.0,0.048033125999999995,8318,15.0,262,190,120,9,146,127,29,1.0,1.0,76,0
4,5,1.0,47,47,20,1.0,2.0,6.0,0.0,8318,190.0,262,190,230,11,2,2,29,0.0,0.666666667,2,1
3,6,5.8,612,612,162,5.8,1.0,6.0,0.0,3358,0.0,184,165,20,24,58,58,18,0.0,1.0,10,1
3,16,5.8,612,612,162,5.8,1.0,14.0,0.0,3358,0.0,184,165,20,120,58,58,18,3.0,0.2,10,1
7,7,6.0975609760000005,1255,1589,1098,7.740740741000001,0.902083333,31.0,0.29004329,8814,0.0,151,113,43,47,250,209,34,0.0,1.0,41,1
9,9,9.0,1705,1705,108,9.0,0.0,9.0,1.0,16188,50.91351351,569,482,29,12,27,27,90,0.0,0.0,3,1
7,17,3.2,123,133,68,4.666666667,1.107142857,25.0,0.0,10542,0.0,699,634,12,65,16,14,66,6.0,0.833333333,5,1
7,7,3.0533333330000003,1779,1828,10273,3.112676056,0.9902143520000001,8.0,0.011538462,10542,163.0,699,634,395,8,229,221,66,1.0,0.0,75,1
7,8,4.951807229,2997,3547,8097,4.6865671639999995,0.953436807,10.0,0.058823529000000006,19441,50.91351351,821,669,155,37,411,314,49,3.0,0.333333333,83,1
8,8,1.083333333,68,78,28,1.1,1.0,17.0,0.018181818,23224,125.0,474,454,72,14,13,11,69,9.0,0.0,12,1
8,8,1.111111111,43,67,22,1.166666667,0.95,11.0,0.071428571,23224,129.0,474,454,73,10,10,7,69,3.0,0.0,9,1
7,7,5.0,97,97,4,5.0,0.0,17.0,1.0,9478,0.0,312,223,3,55,5,5,28,8.0,1.0,1,1
14,14,3.80952381,1427,1619,1966,4.483870968,0.96097561,23.0,0.008602151,8318,0.0,262,190,62,18,160,139,29,9.0,0.5,42,1
8,8,2.540540541,578,799,292,3.736842105,0.963541667,11.0,0.1,8318,0.0,262,190,42,16,94,71,29,0.0,1.0,37,1
11,11,2.540540541,578,799,292,3.736842105,0.963541667,12.0,0.1,8318,0.0,262,190,42,11,94,71,29,1.0,0.0,37,1
7,10,2.540540541,578,799,292,3.736842105,0.963541667,20.0,0.1,8318,0.0,262,190,42,31,94,71,29,7.0,0.0,37,1
