NMCS_method,CYCLO_method,MAXNESTING_method,LOC_method,MaMCL_method,MeMCL_method,NOAV_method,NOLV_method,CDISP_method,AMWNAMM_type,LOCNAMM_type,AMW_type,CFNAMM_type,LOC_type,CFNAMM_method,LAA_method,CINT_method,ATFD_method,FANOUT_method,LCOM5_type,TCC_type,FDP_method,RFC_type,WMC_type,WMCNAMM_type,is_switch_statements
0,2,2,10,0,0,5.0,3,0.0,1.98245614,674,1.98245614,0,674,0,1.0,0,0.0,0,0.017857143,1.0,0.0,57,113,113,0
0,1,1,3,0,0,0.0,0,0.0,2.4,688,2.4,772,688,0,0.0,0,0.0,0,1.041666667,0.0,0.0,31,60,60,0
0,1,1,3,0,0,1.0,1,0.5,2.4,688,2.4,772,688,4,0.0,2,0.0,1,1.041666667,0.0,0.0,31,60,60,0
0,1,1,3,0,0,1.0,1,1.0,2.4,688,2.4,772,688,2,0.0,1,0.0,1,1.041666667,0.0,0.0,31,60,60,0
0,3,2,11,0,0,4.0,3,1.0,2.4,688,2.4,772,688,4,0.0,2,1.0,2,1.041666667,0.0,1.0,31,60,60,0
0,1,1,3,0,0,1.0,0,0.0,2.5,170,2.636363636,150,197,0,0.0,0,1.0,0,1.1,0.0,1.0,18,29,25,0
0,1,1,3,0,0,0.0,0,0.0,1.875,375,1.875,1021,375,1,0.0,0,0.0,0,1.043478261,0.0,0.0,71,45,45,0
0,3,3,14,0,0,4.0,4,1.0,1.875,375,1.875,1021,375,3,0.0,1,0.0,1,1.043478261,0.0,0.0,71,45,45,0
0,4,2,17,0,0,5.0,5,0.5,1.571428571,84,1.571428571,154,84,4,0.0,2,0.0,1,0.0,0.0,0.0,17,22,22,0
0,1,1,4,0,0,3.0,2,0.0,2.631578947,339,2.631578947,377,339,1,0.0,0,1.0,0,1.0555555559999998,0.0,1.0,30,50,50,0
0,1,1,3,0,0,1.0,0,0.0,2.631578947,339,2.631578947,377,339,0,0.0,0,1.0,0,1.0555555559999998,0.0,1.0,30,50,50,0
0,1,1,5,0,0,6.0,3,0.0,2.0,42,1.75,8,52,0,0.0,0,3.0,0,1.142857143,0.0,1.0,8,14,12,0
0,1,1,3,0,0,2.0,1,0.0,0.0,0,1.0,0,40,0,1.0,0,0.0,0,0.0,0.166666667,0.0,4,4,0,0
0,1,0,1,0,0,11.61722488,0,0.0,1.6818181819999998,347,1.6666666669999999,218,373,0,0.495910908,0,2.208133971,0,0.904347826,0.21637426899999998,0.8923444979999999,26,40,37,0
0,1,1,3,0,0,1.0,0,0.0,1.0,67,1.0,0,107,0,1.0,0,0.0,0,0.8,0.23636363600000002,0.0,11,11,7,0
0,1,0,1,0,0,0.0,0,0.0,1.0,5,1.0,0,5,0,0.0,0,0.0,0,0.0,0.0,0.0,3,3,3,0
0,1,3,27,0,0,0.0,0,1.0,1.8181818180000002,423,1.8181818180000002,306,423,2,0.0,1,0.0,1,0.8666666670000001,0.2,0.0,33,20,20,0
0,16,5,63,0,0,13.0,9,0.0,2.631578947,339,2.631578947,377,339,2,0.0,0,4.0,0,1.0555555559999998,0.0,1.0,30,50,50,0
0,14,5,118,0,0,38.0,34,0.0,4.555555556,429,4.555555556,2,429,0,0.333333333,0,0.0,0,0.875,1.0,0.0,10,41,41,0
0,1,1,4,0,0,0.0,1,0.0,1.0,60,1.0,6,71,0,0.0,0,0.0,0,1.0,0.166666667,0.0,11,5,4,0
0,1,1,3,0,0,2.0,1,0.0,2.166666667,191,1.875,270,225,0,1.0,0,0.0,0,0.922222222,0.21666666699999998,0.0,108,30,26,0
0,1,1,3,0,0,2.0,1,0.0,2.534883721,716,2.263157895,976,882,0,1.0,0,0.0,0,0.963010204,0.091764706,0.0,83,129,109,0
0,1,1,4,0,0,2.0,1,0.0,1.692307692,222,1.692307692,46,222,0,1.0,0,0.0,0,0.7777777779999999,0.545454545,0.0,15,22,22,0
0,1,1,4,0,0,2.0,1,0.0,2.90625,643,2.5714285709999998,414,741,0,1.0,0,0.0,0,0.864915572,0.24182076800000002,0.0,51,108,93,0
0,1,1,4,0,0,0.0,2,0.0,1.475247525,899,1.4363636359999998,3796,957,0,0.0,0,0.0,0,0.9731827809999999,0.016139993000000002,0.0,220,158,149,0
0,2,2,9,0,0,2.0,1,1.0,1.939130435,1190,1.9338842980000002,24104,1247,3,1.0,1,0.0,1,0.861904762,0.884542952,0.0,421,234,223,0
0,6,3,17,0,0,14.0,0,0.25,3.112676056,1779,3.0533333330000003,10273,1828,7,0.5,4,6.0,1,0.9902143520000001,0.011538462,1.0,395,229,221,0
0,1,1,207,0,0,0.0,0,0.0,2.0,392,2.0,0,392,0,0.0,0,0.0,0,1.5,0.0,0.0,3,6,6,0
0,1,1,207,0,0,0.0,0,0.0,2.0,392,2.0,0,392,0,0.0,0,0.0,0,1.5,0.0,0.0,3,6,6,0
0,2,1,5,0,0,3.0,2,0.0,2.489130435,1531,2.458333333,8625,1583,1,1.0,0,0.0,0,0.9263157890000001,0.8023335620000001,0.0,210,236,229,0
0,1,1,3,0,0,1.0,1,0.0,1.111111111,88,1.111111111,2,88,0,0.0,0,0.0,0,1.0,0.0,0.0,10,10,10,0
0,1,1,5,0,0,2.0,1,0.0,1.382352941,668,1.519230769,1762,985,0,0.0,0,1.0,0,0.9441930620000001,0.069380204,1.0,80,79,47,0
0,13,3,74,0,0,24.0,10,0.333333333,5.0,296,4.444444444,485,340,16,0.071428571,6,13.0,2,0.78125,0.571428571,4.0,180,40,35,1
0,2,1,6,0,0,4.0,1,1.0,1.7222222219999999,264,1.7222222219999999,468,264,4,0.666666667,3,0.0,3,0.882352941,0.164835165,0.0,119,31,31,0
0,1,1,3,0,0,0.0,2,0.0,1.5287356319999998,1643,1.418181818,438,1929,0,0.0,0,0.0,0,0.9908256879999999,0.000849473,0.0,111,156,133,0
0,3,2,7,0,0,4.0,4,0.0,5.0,178,5.0,0,178,0,0.0,0,0.0,0,0.9285714290000001,0.333333333,0.0,8,40,40,0
0,3,3,15,0,0,4.0,2,0.0,2.7037037039999996,657,2.6,0,709,0,1.0,0,0.0,0,0.606896552,0.920634921,0.0,30,78,73,0
0,1,1,7,0,0,5.0,2,0.0,3.736842105,578,2.540540541,292,799,0,1.0,0,0.0,0,0.963541667,0.1,0.0,42,94,71,0
0,12,5,94,0,0,19.0,10,0.428571429,2.293103448,1155,2.0,888,1601,4,0.28571428600000004,7,5.0,3,0.960153257,0.058823529000000006,2.0,196,176,133,1
0,7,5,26,0,0,11.0,7,0.666666667,2.293103448,1155,2.0,888,1601,0,0.25,3,3.0,2,0.960153257,0.058823529000000006,2.0,196,176,133,0
0,9,5,51,0,0,15.0,9,0.3,6.25,780,5.947368421,826,880,14,0.0,10,5.0,3,0.875,0.194444444,3.0,55,113,100,0
0,9,5,53,0,0,8.0,10,0.0,5.8,612,5.8,162,612,0,0.0,0,0.0,0,1.0,0.0,0.0,20,58,58,1
0,8,5,38,0,0,14.0,8,0.8,5.96,1014,5.666666667,1689,1032,8,0.75,5,2.0,4,0.9540942929999999,0.30952381,2.0,162,153,149,0
0,12,5,36,0,0,10.0,4,0.5,6.5,60,6.5,19,60,9,0.5,4,3.0,2,1.0,1.0,2.0,31,13,13,0
0,9,5,51,0,0,18.0,7,0.625,5.5,95,5.5,26,95,10,0.727272727,8,3.0,5,1.0,1.0,1.0,11,11,11,1
0,6,5,55,0,0,13.0,8,1.0,4.5,310,4.0,42,319,2,0.6,1,0.0,1,0.75,1.0,0.0,8,28,27,0
0,9,5,37,0,0,4.0,3,0.0,9.571428571,467,8.5,48,478,0,1.0,0,0.0,0,0.8,1.0,0.0,13,68,67,0
0,7,5,55,0,0,5.0,5,0.25,5.8,612,5.8,162,612,8,0.0,4,0.0,1,1.0,0.0,0.0,20,58,58,0
0,6,5,36,0,0,12.0,6,0.5,3.0,118,3.0,35,118,6,1.0,2,0.0,1,0.833333333,1.0,0.0,175,12,12,0
0,16,5,127,0,0,14.0,13,0.0,5.708333333,1269,5.52,178,1283,0,0.0,0,0.0,0,0.99537037,0.003952569,0.0,35,138,137,1
0,20,5,106,0,0,12.0,12,0.0,5.708333333,1269,5.52,178,1283,0,0.0,0,0.0,0,0.99537037,0.003952569,0.0,35,138,137,1
0,8,5,38,0,0,3.0,3,0.0,6.8888888889999995,443,5.818181817999999,50,465,0,0.0,0,0.0,0,0.825,0.7142857140000001,0.0,17,64,62,0
0,8,5,21,0,0,5.0,5,0.5,3.266666667,391,3.266666667,48,391,4,0.0,2,0.0,1,0.935714286,0.342857143,0.0,17,49,49,0
0,20,5,162,0,0,39.0,21,0.7,2.964705882,2687,2.4379562040000002,29122,3578,18,0.25,20,6.0,14,0.979309166,0.046379829000000004,4.0,330,334,252,1
0,5,5,32,0,0,5.0,3,1.0,2.964705882,2687,2.4379562040000002,29122,3578,2,0.0,1,0.0,1,0.979309166,0.046379829000000004,0.0,330,334,252,0
0,14,5,60,0,0,9.0,4,0.0,10.53333333,2082,10.53333333,1782,2082,0,1.0,0,0.0,0,0.952060555,0.420634921,0.0,63,316,316,1
0,9,5,53,0,0,8.0,10,0.0,5.8,612,5.8,162,612,0,0.0,0,0.0,0,1.0,0.0,0.0,20,58,58,1
0,10,6,85,0,0,30.0,11,0.333333333,3.222222222,279,2.75,334,330,24,0.14285714300000002,21,12.0,7,0.8863636359999999,0.151515152,6.0,276,33,29,1
0,19,7,120,0,0,14.0,16,0.2,5.8,612,5.8,162,612,10,1.0,5,0.0,1,1.0,0.0,0.0,20,58,58,1
0,39,7,245,0,0,34.0,20,0.7692307690000001,5.25,770,5.117647058999999,672,787,22,0.666666667,13,3.0,10,0.9285714290000001,0.141666667,3.0,69,87,84,1
0,15,6,54,0,0,10.0,3,0.666666667,8.0,77,8.0,15,77,7,0.571428571,3,3.0,2,1.0,1.0,2.0,30,16,16,1
0,8,6,28,0,0,9.0,2,0.0,2.785714286,204,2.875,0,232,0,1.0,0,0.0,0,0.8615384620000001,0.705128205,0.0,16,46,39,0
0,16,6,66,0,0,15.0,6,0.0,7.25,227,7.25,52,227,0,0.8888888890000001,0,1.0,0,0.7333333329999999,1.0,1.0,10,29,29,0
0,15,6,130,0,0,21.0,18,0.0,5.125,452,4.666666667,0,464,0,1.0,0,0.0,0,0.75,0.428571429,0.0,9,42,41,1
0,33,8,169,0,0,22.0,19,0.666666667,4.536585366000001,2060,4.476190476,1192,2069,6,0.666666667,3,1.0,2,0.999322493,0.008403361,1.0,70,188,186,1
0,11,6,85,0,0,16.0,8,0.272727273,3.0,537,2.807692308,519,614,20,0.625,11,3.0,3,0.91,0.221343874,2.0,55,73,63,1
0,35,10,197,0,0,37.0,22,1.0,5.708333333,1269,5.52,178,1283,2,0.571428571,1,6.0,1,0.99537037,0.003952569,2.0,35,138,137,1
0,19,7,120,0,0,14.0,16,0.2,5.8,612,5.8,162,612,10,1.0,5,0.0,1,1.0,0.0,0.0,20,58,58,1
0,10,7,46,0,0,9.0,4,0.571428571,3.0,226,2.666666667,277,346,6,0.333333333,7,2.0,4,0.857142857,0.295238095,2.0,81,40,24,0
0,38,7,200,0,0,27.0,21,0.571428571,3.5588235289999997,1157,3.133333333,1768,1404,10,0.4,7,4.0,4,0.913636364,0.18466899,3.0,69,141,121,1
0,7,7,48,0,0,23.0,13,0.7142857140000001,2.0,128,2.625,160,216,18,0.222222222,14,7.0,10,0.892857143,0.166666667,5.0,36,21,10,0
0,16,6,54,0,0,8.0,7,0.333333333,10.53333333,2082,10.53333333,1782,2082,12,1.0,6,0.0,2,0.952060555,0.420634921,0.0,63,316,316,1
0,16,6,99,0,0,28.0,7,0.28571428600000004,10.53333333,2082,10.53333333,1782,2082,0,0.384615385,7,8.0,2,0.952060555,0.420634921,2.0,63,316,316,1
0,15,6,72,0,0,20.0,5,0.5,5.0,118,5.0,47,118,11,0.666666667,6,5.0,3,1.0,0.0,4.0,26,20,20,1
0,25,8,152,0,0,29.0,16,0.571428571,7.0,231,4.428571429,168,264,46,0.083333333,28,11.0,16,0.9,0.133333333,4.0,40,31,28,1
